Refactoring Type,Original,Updated,Old Location,New Location,Old Method Line,New Method Line,Description,Commit,Location,Original Line,Updated Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Rename Method,load_dvs_sequence,load_event_sequence,,,,,['The method load_dvs_sequence from the module snntoolbox/io_utils/AedatTools/DVSIterator.py is renamed to load_event_sequence'],b5302f4895953e33b2aadf4fef8fd1860f8f3625,snntoolbox/io_utils/AedatTools/DVSIterator.py,196.0,246.0,,,
Rename Method,connect_layer,wrapper,,,,,['The method connect_layer from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN is renamed to wrapper'],b5302f4895953e33b2aadf4fef8fd1860f8f3625,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,261.0,90.0,,,
Change/Rename Parameter,get_pred_rates,get_pred_rates,,,,,['The parameters [ prev_layer_payload_sum ] of the method get_pred_rates from the module snntoolbox/tests/rate_simulation.py in class Layer are changed/renamed to [prev_layer_payload]'],b8b52ef078f36bed37ca74f79c869d3a2e2b875f,snntoolbox/tests/rate_simulation.py/Layer,82.0,82.0,,,
Change/Rename Parameter,update_neurons,update_neurons,,,,,['The parameters [ prev_layer_payload_sum ] of the method update_neurons from the module snntoolbox/tests/rate_simulation.py in class Layer are changed/renamed to [prev_layer_payload]'],b8b52ef078f36bed37ca74f79c869d3a2e2b875f,snntoolbox/tests/rate_simulation.py/Layer,47.0,47.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ H ] of the method __init__ from the module ann_architectures/BinaryConnect/binary_net_keras.py in class Dense are changed/renamed to [h]'],b998d2ac983e8220a63619317700ff08e9657706,ann_architectures/BinaryConnect/binary_net_keras.py/Dense,9.0,13.0,,,
Change/Rename Parameter,get_output_for,get_output_for,,,,,['The parameters [ input ] of the method get_output_for from the module ann_architectures/BinaryConnect/binary_net_keras.py in class Dense are changed/renamed to [input_node]'],b998d2ac983e8220a63619317700ff08e9657706,ann_architectures/BinaryConnect/binary_net_keras.py/Dense,20.0,26.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ H ] of the method __init__ from the module ann_architectures/BinaryConnect/binary_net_keras.py in class Convolution2D are changed/renamed to [h]'],b998d2ac983e8220a63619317700ff08e9657706,ann_architectures/BinaryConnect/binary_net_keras.py/Convolution2D,37.0,56.0,,,
Change/Rename Parameter,convolve,convolve,,,,,['The parameters [ input ] of the method convolve from the module ann_architectures/BinaryConnect/binary_net_keras.py in class Convolution2D are changed/renamed to [input_node]'],b998d2ac983e8220a63619317700ff08e9657706,ann_architectures/BinaryConnect/binary_net_keras.py/Convolution2D,49.0,72.0,,,
Change/Rename Parameter,evaluate,evaluate,,,,,['The parameters [ X_test Y_test ] of the method evaluate from the module build/lib/snntoolbox/model_libs/caffe_input_lib.py are changed/renamed to [x_test y_test]'],b998d2ac983e8220a63619317700ff08e9657706,build/lib/snntoolbox/model_libs/caffe_input_lib.py,290.0,293.0,,,
Change/Rename Parameter,evaluate,evaluate,,,,,['The parameters [ X_test Y_test ] of the method evaluate from the module build/lib/snntoolbox/model_libs/keras_input_lib.py are changed/renamed to [x_test y_test]'],b998d2ac983e8220a63619317700ff08e9657706,build/lib/snntoolbox/model_libs/keras_input_lib.py,212.0,212.0,,,
Add Parameter,plot_input_image,plot_input_image,,,,,['The parameters [ filename ] are added to the method plot_input_image from the module snntoolbox/simulation/plotting.py'],bde25fd49ca1a145ef0661d2ee845a4bb60b380c,snntoolbox/simulation/plotting.py,1109.0,1129.0,,,
Add Parameter,plot_layer_correlation,plot_layer_correlation,,,,,['The parameters [ normalize ] are added to the method plot_layer_correlation from the module snntoolbox/simulation/plotting.py'],bde25fd49ca1a145ef0661d2ee845a4bb60b380c,snntoolbox/simulation/plotting.py,382.0,383.0,,,
Rename Method,plot_correlations,plot_network_correlations,,,,,['The method plot_correlations from the module snntoolbox/simulation/plotting.py is renamed to plot_network_correlations'],bde25fd49ca1a145ef0661d2ee845a4bb60b380c,snntoolbox/simulation/plotting.py,428.0,448.0,,,
Add Parameter,build_convolution,build_convolution,,,,,['The parameters [ input_weight ] are added to the method build_convolution from the module snntoolbox/simulation/target_simulators/brian2_target_sim.py in class SNN'],bf20758f1001f7672aaa0e2de153b3349bc722fa,snntoolbox/simulation/target_simulators/brian2_target_sim.py/SNN,123.0,128.0,,,
Add Parameter,build_dense,build_dense,,,,,['The parameters [ input_weight ] are added to the method build_dense from the module snntoolbox/simulation/target_simulators/brian2_target_sim.py in class SNN'],bf20758f1001f7672aaa0e2de153b3349bc722fa,snntoolbox/simulation/target_simulators/brian2_target_sim.py/SNN,112.0,113.0,,,
Add Parameter,build_pooling,build_pooling,,,,,['The parameters [ input_weight ] are added to the method build_pooling from the module snntoolbox/simulation/target_simulators/brian2_target_sim.py in class SNN'],bf20758f1001f7672aaa0e2de153b3349bc722fa,snntoolbox/simulation/target_simulators/brian2_target_sim.py/SNN,140.0,148.0,,,
Remove Parameter,get_vmem,get_vmem,,,,,['The parameters [ layer i ] of the method get_vmem from the module snntoolbox/simulation/utils.py in class AbstractSNN is/are removed'],c05216630242e19c6cd97156dcbbd62acec050be,snntoolbox/simulation/utils.py/AbstractSNN,673.0,362.0,,,
Extract Method,_spike_max_pool,f,,,,, The method f from the module snntoolbox/simulation/backends/inisim/inisim.py is extracted from method _spike_max_pool from the module snntoolbox/simulation/backends/inisim/inisim.py ,c8451ced32d3ac79e055c247c4ca22e889bf1c74,snntoolbox/simulation/backends/inisim/inisim.py,,,"(902,808)",884.0,[990.0]
Rename Method,get_name,class_name,,,,,['The method get_name from the module snntoolbox/core/inisim.py in class SpikeFlatten is renamed to class_name'],c9a0bbb417b26dfaf880d9c59f0d48d4bb5d0573,snntoolbox/core/inisim.py/SpikeFlatten,405.0,357.0,,,
Rename Method,get_name,class_name,,,,,['The method get_name from the module snntoolbox/core/inisim.py in class SpikeDense is renamed to class_name'],c9a0bbb417b26dfaf880d9c59f0d48d4bb5d0573,snntoolbox/core/inisim.py/SpikeDense,451.0,421.0,,,
Rename Method,get_name,class_name,,,,,['The method get_name from the module snntoolbox/core/inisim.py in class SpikeConvolution2D is renamed to class_name'],c9a0bbb417b26dfaf880d9c59f0d48d4bb5d0573,snntoolbox/core/inisim.py/SpikeConvolution2D,514.0,475.0,,,
Rename Method,get_name,class_name,,,,,['The method get_name from the module snntoolbox/core/inisim.py in class SpikeAveragePooling2D is renamed to class_name'],c9a0bbb417b26dfaf880d9c59f0d48d4bb5d0573,snntoolbox/core/inisim.py/SpikeAveragePooling2D,548.0,522.0,,,
Rename Method,get_name,class_name,,,,,['The method get_name from the module snntoolbox/core/inisim.py in class SpikeMaxPooling2D is renamed to class_name'],c9a0bbb417b26dfaf880d9c59f0d48d4bb5d0573,snntoolbox/core/inisim.py/SpikeMaxPooling2D,601.0,587.0,,,
Add Parameter,test_full,test_full,,,,,['The parameters [ queue ] are added to the method test_full from the module snntoolbox/core/pipeline.py'],ca18961b4df36b67c36879009800a34d9098d316,snntoolbox/core/pipeline.py,26.0,25.0,,,
Add Parameter,load_ann,load_ann,,,,,['The parameters [ path ] are added to the method load_ann from the module snntoolbox/model_libs/keras_input_lib.py'],ca18961b4df36b67c36879009800a34d9098d316,snntoolbox/model_libs/keras_input_lib.py,91.0,172.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ frame_gen_method is_x_first is_x_flipped is_y_flipped ] are added to the method __init__ from the module snntoolbox/datasets/aedat/DVSIterator.py in class DVSIterator'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py/DVSIterator,14.0,14.0,,,
Add Parameter,extract_batch,extract_batch,,,,,['The parameters [ pol frame_gen_method ] are added to the method extract_batch from the module snntoolbox/datasets/aedat/DVSIterator.py'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py,139.0,151.0,,,
Add Parameter,get_binary_frame,get_binary_frame,,,,,['The parameters [ pol is_x_first is_x_flipped is_y_flipped ] are added to the method get_binary_frame from the module snntoolbox/datasets/aedat/DVSIterator.py'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py,302.0,316.0,,,
Add Parameter,get_eventframe_sequence,get_eventframe_sequence,,,,,['The parameters [ pol is_x_first is_x_flipped is_y_flipped ] are added to the method get_eventframe_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py,358.0,383.0,,,
Add Parameter,get_frames_from_sequence,get_frames_from_sequence,,,,,['The parameters [ pol frame_gen_method is_x_first is_x_flipped is_y_flipped ] are added to the method get_frames_from_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py,393.0,422.0,,,
Add Parameter,next_eventframe_batch,next_eventframe_batch,,,,,['The parameters [ x_b_pol is_x_first is_x_flipped is_y_flipped ] are added to the method next_eventframe_batch from the module snntoolbox/datasets/aedat/DVSIterator.py'],cac491a568b484a8c2fa3acc6216c0938347283f,snntoolbox/datasets/aedat/DVSIterator.py,374.0,401.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ ignore_border ] of the method __init__ from the module snntoolbox/core/inisim.py in class AvgPool2DReLU are changed/renamed to [border_mode]'],cf0181bb0bf5add0686ca4dd4c03e6fb04a34703,snntoolbox/core/inisim.py/AvgPool2DReLU,303.0,302.0,,,
Rename Method,relu,linear_activation,,,,,['The method relu from the module snntoolbox/core/inisim.py is renamed to linear_activation'],d11650d4a5d849a57bddd1951964da569a54f56f,snntoolbox/core/inisim.py,57.0,57.0,,,
Add Parameter,plot_hist,plot_hist,,,,,['The parameters [ scale_fac applied_fac ] are added to the method plot_hist from the module snntoolbox/io/plotting.py'],d1195d8179efd30c33eacbf02f043de46fa7ee33,snntoolbox/io/plotting.py,367.0,368.0,,,
Change/Rename Parameter,print_description,print_description,,,,,['The parameters [ ann ] of the method print_description from the module snntoolbox/core/util.py are changed/renamed to [snn]'],d27fec538729c6888ae1961eb60cb9a568844942,snntoolbox/core/util.py,319.0,62.0,,,
Remove Parameter,spiketrains_to_rates,spiketrains_to_rates,,,,,['The parameters [ snn ] of the method spiketrains_to_rates from the module snntoolbox/core/util.py is/are removed'],d27fec538729c6888ae1961eb60cb9a568844942,snntoolbox/core/util.py,345.0,88.0,,,
Add Parameter,save_assembly,save_assembly,,,,,['The parameters [ path filename ] are added to the method save_assembly from the module snntoolbox/io/save.py'],d27fec538729c6888ae1961eb60cb9a568844942,snntoolbox/io/save.py,93.0,39.0,,,
Add Parameter,save_connections,save_connections,,,,,['The parameters [ path ] are added to the method save_connections from the module snntoolbox/io/save.py'],d27fec538729c6888ae1961eb60cb9a568844942,snntoolbox/io/save.py,141.0,86.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ label ] of the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class module_flatten are changed/renamed to [layer_params]'],d59159739f78bacf661fc0a8b47c9b960fe600f6,snntoolbox/target_simulators/MegaSim_target_sim.py/module_flatten,54.0,55.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ flip_kernels ] are added to the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class module_conv'],d59159739f78bacf661fc0a8b47c9b960fe600f6,snntoolbox/target_simulators/MegaSim_target_sim.py/module_conv,302.0,323.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ pop_size ] of the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class module_fully_connected are changed/renamed to [layer_params]'],d59159739f78bacf661fc0a8b47c9b960fe600f6,snntoolbox/target_simulators/MegaSim_target_sim.py/module_fully_connected,488.0,540.0,,,
Inline Method,build,add_layer_conv2d,,,,, The method add_layer_conv2d from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN_compiled is inlined into method build from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN_compiled ,d59159739f78bacf661fc0a8b47c9b960fe600f6,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN_compiled,,,"(783,835)",744.0,[870.0]
Add Parameter,__init__,__init__,,,,,['The parameters [ maxpool_subsampling do_clip_three_sigma ] are added to the method __init__ from the module snntoolbox/datasets/aedat/DVSIterator.py in class DVSIterator'],d5d87bae4cdfe152d24bce5c4cc646e3dcb921b8,snntoolbox/datasets/aedat/DVSIterator.py/DVSIterator,14.0,14.0,,,
Remove Parameter,get_eventframe_sequence,get_eventframe_sequence,,,,,['The parameters [ yaddr timestamps pol ] of the method get_eventframe_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py is/are removed'],d5d87bae4cdfe152d24bce5c4cc646e3dcb921b8,snntoolbox/datasets/aedat/DVSIterator.py,383.0,382.0,,,
Change/Rename Parameter,get_frames_from_sequence,get_frames_from_sequence,,,,,['The parameters [ xaddr yaddr pol ] of the method get_frames_from_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py are changed/renamed to [event_list maxpool_subsampling do_clip_three_sigma]'],d5d87bae4cdfe152d24bce5c4cc646e3dcb921b8,snntoolbox/datasets/aedat/DVSIterator.py,422.0,418.0,,,
Rename Method,load_event_sequence,load_event_list,,,,,['The method load_event_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py is renamed to load_event_list'],d5d87bae4cdfe152d24bce5c4cc646e3dcb921b8,snntoolbox/datasets/aedat/DVSIterator.py,269.0,274.0,,,
Remove Parameter,next_eventframe_batch,next_eventframe_batch,,,,,['The parameters [ x_b_yaddr x_b_ts x_b_pol ] of the method next_eventframe_batch from the module snntoolbox/datasets/aedat/DVSIterator.py is/are removed'],d5d87bae4cdfe152d24bce5c4cc646e3dcb921b8,snntoolbox/datasets/aedat/DVSIterator.py,401.0,399.0,,,
Add Parameter,print_description,print_description,,,,,['The parameters [ log ] are added to the method print_description from the module snntoolbox/core/util.py'],d933ed8ebfbfd1dbdc256e4b39c10d184c5f1abf,snntoolbox/core/util.py,63.0,63.0,,,
Add Parameter,get_pred_rates,get_pred_rates,,,,,['The parameters [ prev_layer_payload_sum ] are added to the method get_pred_rates from the module snntoolbox/tests/rate_simulation.py in class Layer'],db15ea43cea92eec86cdc71ea7adba1fa5cd86ee,snntoolbox/tests/rate_simulation.py/Layer,82.0,82.0,,,
Remove Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ x_batch idx ] of the method collect_plot_results from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN is/are removed'],dc3cda121d4161752c5b3199cc6d42495cddbf47,snntoolbox/target_simulators/brian2_target_sim.py/SNN,412.0,412.0,,,
Remove Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ x_batch idx ] of the method collect_plot_results from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN is/are removed'],dc3cda121d4161752c5b3199cc6d42495cddbf47,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,629.0,627.0,,,
Remove Parameter,update_payload,update_payload,,,,,['The parameters [ t t_ind ] of the method update_payload from the module tests/other/rate_sim_multispike.py in class Layer is/are removed'],dc3cda121d4161752c5b3199cc6d42495cddbf47,tests/other/rate_sim_multispike.py/Layer,42.0,42.0,,,
Rename Method,plot_V,plot_v,,,,,['The method plot_V from the module tests/other/rate_simulation.py in class Layer is renamed to plot_v'],dc3cda121d4161752c5b3199cc6d42495cddbf47,tests/other/rate_simulation.py/Layer,117.0,117.0,,,
Remove Parameter,update_payload,update_payload,,,,,['The parameters [ t t_ind ] of the method update_payload from the module tests/other/rate_simulation.py in class Layer is/are removed'],dc3cda121d4161752c5b3199cc6d42495cddbf47,tests/other/rate_simulation.py/Layer,42.0,42.0,,,
Add Parameter,get_imagenet,get_imagenet,,,,,['The parameters [ class_idx_path ] are added to the method get_imagenet from the module snntoolbox/io_utils/imagenet_load.py'],dd1756528d6d780852f532ae5b9438c7f87653c8,snntoolbox/io_utils/imagenet_load.py,110.0,110.0,,,
Remove Parameter,binary_sigmoid_activation,binary_sigmoid_activation,,,,,['The parameters [ x ] of the method binary_sigmoid_activation from the module snntoolbox/core/inisim.py is/are removed'],def7757f95169189afbee2d4ac44849fd4d5206a,snntoolbox/core/inisim.py,117.0,112.0,,,
Remove Parameter,binary_tanh_activation,binary_tanh_activation,,,,,['The parameters [ x ] of the method binary_tanh_activation from the module snntoolbox/core/inisim.py is/are removed'],def7757f95169189afbee2d4ac44849fd4d5206a,snntoolbox/core/inisim.py,141.0,136.0,,,
Remove Parameter,linear_activation,linear_activation,,,,,['The parameters [ x ] of the method linear_activation from the module snntoolbox/core/inisim.py is/are removed'],def7757f95169189afbee2d4ac44849fd4d5206a,snntoolbox/core/inisim.py,167.0,162.0,,,
Remove Parameter,softmax_activation,softmax_activation,,,,,['The parameters [ x ] of the method softmax_activation from the module snntoolbox/core/inisim.py is/are removed'],def7757f95169189afbee2d4ac44849fd4d5206a,snntoolbox/core/inisim.py,202.0,197.0,,,
Remove Parameter,update_neurons,update_neurons,,,,,['The parameters [ x ] of the method update_neurons from the module snntoolbox/core/inisim.py is/are removed'],def7757f95169189afbee2d4ac44849fd4d5206a,snntoolbox/core/inisim.py,59.0,58.0,,,
Remove Parameter,__init__,__init__,,,,,['The parameters [ pool_type ] of the method __init__ from the module snntoolbox/core/inisim.py in class SpikeMaxPooling2D is/are removed'],e22aef4d42d1d20a093240933181f627dcd830e7,snntoolbox/core/inisim.py/SpikeMaxPooling2D,481.0,526.0,,,
Inline Method,softmax_activation,trigger_spike,,,,, The method trigger_spike from the module snntoolbox/core/inisim.py is inlined into method softmax_activation from the module snntoolbox/core/inisim.py ,e22aef4d42d1d20a093240933181f627dcd830e7,snntoolbox/core/inisim.py,,,"(162,219)",187.0,"[231.0, 232.0, 233.0]"
Add Parameter,binarize,binarize,,,,,['The parameters [ deterministic ] are added to the method binarize from the module snntoolbox/model_libs/lasagne_input_lib.py'],e22aef4d42d1d20a093240933181f627dcd830e7,snntoolbox/model_libs/lasagne_input_lib.py,235.0,237.0,,,
Change/Rename Parameter,normalize_parameters,normalize_parameters,,,,,['The parameters [ X_test ] of the method normalize_parameters from the module snntoolbox/core/model.py in class SNN are changed/renamed to [X_train]'],e2384dc6bea9c25559514a13cb2cdb450c218d3b,snntoolbox/core/model.py/SNN,178.0,178.0,,,
Change/Rename Parameter,get_activations_layer,get_activations_layer,,,,,['The parameters [ X_test ] of the method get_activations_layer from the module snntoolbox/core/util.py are changed/renamed to [X_train]'],e2384dc6bea9c25559514a13cb2cdb450c218d3b,snntoolbox/core/util.py,178.0,178.0,,,
Change/Rename Parameter,get_sample_activity_from_batch,get_sample_activity_from_batch,,,,,['The parameters [ i ] of the method get_sample_activity_from_batch from the module docs/build/html/_downloads/util.py are changed/renamed to [idx]'],e3b69e49b21e8763fa74c714943084badb05b6f2,docs/build/html/_downloads/util.py,133.0,186.0,,,
Add Parameter,end_sim,end_sim,,,,,['The parameters [ self ] are added to the method end_sim from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN'],e5c810e58b59e06150e7f523e555cfe442b08de5,snntoolbox/target_simulators/brian2_target_sim.py/SNN,393.0,297.0,,,
Move Method,connect,connect,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,snntoolbox/target_simulators/pyNN_target_sim.py,86.0,450.0, method connect from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN was moved to module snntoolbox/target_simulators/pyNN_target_sim.py ,e5c810e58b59e06150e7f523e555cfe442b08de5,,,,,,
Move Method,wrapper,wrapper,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,snntoolbox/target_simulators/pyNN_target_sim.py,90.0,453.0, method wrapper from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN was moved to module snntoolbox/target_simulators/pyNN_target_sim.py ,e5c810e58b59e06150e7f523e555cfe442b08de5,,,,,,
Change/Rename Parameter,output_graphs,output_graphs,,,,,['The parameters [ batch ] of the method output_graphs from the module snntoolbox/io_utils/plotting.py are changed/renamed to [X_batch]'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/io_utils/plotting.py,465.0,433.0,,,
Add Parameter,import_script,import_script,,,,,['The parameters [ path ] are added to the method import_script from the module snntoolbox/model_libs/common.py'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/model_libs/common.py,18.0,27.0,,,
Add Parameter,model_from_py,model_from_py,,,,,['The parameters [ path ] are added to the method model_from_py from the module snntoolbox/model_libs/lasagne_input_lib.py'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/model_libs/lasagne_input_lib.py,155.0,236.0,,,
Add Parameter,load,load,,,,,['The parameters [ path ] are added to the method load from the module snntoolbox/target_simulators/INI_target_sim.py in class SNN_compiled'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/INI_target_sim.py/SNN_compiled,289.0,335.0,,,
Change/Rename Parameter,run,run,,,,,['The parameters [ net ] of the method run from the module snntoolbox/target_simulators/INI_target_sim.py in class SNN_compiled are changed/renamed to [snn_precomp]'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/INI_target_sim.py/SNN_compiled,106.0,152.0,,,
Change/Rename Parameter,run,run,,,,,['The parameters [ net ] of the method run from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN_compiled are changed/renamed to [snn_precomp]'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/brian2_target_sim.py/SNN_compiled,200.0,247.0,,,
Add Parameter,load,load,,,,,['The parameters [ path ] are added to the method load from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN_compiled'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/pyNN_target_sim.py/SNN_compiled,153.0,568.0,,,
Change/Rename Parameter,run,run,,,,,['The parameters [ net ] of the method run from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN_compiled are changed/renamed to [snn_precomp]'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/pyNN_target_sim.py/SNN_compiled,239.0,260.0,,,
Change/Rename Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ net ] of the method collect_plot_results from the module snntoolbox/target_simulators/pyNN_target_sim.py are changed/renamed to [ann]'],e9e42aee59e3fc515d8826c5b785c5585cf3d633,snntoolbox/target_simulators/pyNN_target_sim.py,389.0,612.0,,,
Move Method,load_assembly,load_assembly,snntoolbox/io_utils/load.py,snntoolbox/target_simulators/pyNN_target_sim.py/SNN_compiled,213.0,509.0, method load_assembly from the module snntoolbox/io_utils/load.py was moved to class SNN_compiled of module snntoolbox/target_simulators/pyNN_target_sim.py ,e9e42aee59e3fc515d8826c5b785c5585cf3d633,,,,,,
Move Method,save_assembly,save_assembly,snntoolbox/io_utils/save.py,snntoolbox/target_simulators/pyNN_target_sim.py/SNN_compiled,56.0,419.0, method save_assembly from the module snntoolbox/io_utils/save.py was moved to class SNN_compiled of module snntoolbox/target_simulators/pyNN_target_sim.py ,e9e42aee59e3fc515d8826c5b785c5585cf3d633,,,,,,
Move Method,save_connections,save_connections,snntoolbox/io_utils/save.py,snntoolbox/target_simulators/pyNN_target_sim.py/SNN_compiled,103.0,472.0, method save_connections from the module snntoolbox/io_utils/save.py was moved to class SNN_compiled of module snntoolbox/target_simulators/pyNN_target_sim.py ,e9e42aee59e3fc515d8826c5b785c5585cf3d633,,,,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ reset_input_event ] are added to the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class Module_average_pooling'],ee243d1e6b03ec7d1ee3c7ed7b5ca5b0a7031c97,snntoolbox/target_simulators/MegaSim_target_sim.py/Module_average_pooling,332.0,333.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ reset_input_event ] are added to the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class Module_conv'],ee243d1e6b03ec7d1ee3c7ed7b5ca5b0a7031c97,snntoolbox/target_simulators/MegaSim_target_sim.py/Module_conv,550.0,574.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ reset_input_event ] are added to the method __init__ from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class Module_fully_connected'],ee243d1e6b03ec7d1ee3c7ed7b5ca5b0a7031c97,snntoolbox/target_simulators/MegaSim_target_sim.py/Module_fully_connected,784.0,831.0,,,
Remove Parameter,norm_weights,norm_weights,,,,,['The parameters [ previous_fac ] of the method norm_weights from the module snntoolbox/core/util.py is/are removed'],f0eb3358296cfa0678ab4fb09cfa86b339b825b4,snntoolbox/core/util.py,132.0,132.0,,,
Remove Parameter,plot_hist,plot_hist,,,,,['The parameters [ applied_fac ] of the method plot_hist from the module snntoolbox/io_utils/plotting.py is/are removed'],f0eb3358296cfa0678ab4fb09cfa86b339b825b4,snntoolbox/io_utils/plotting.py,387.0,387.0,,,
Add Parameter,reshape_flattened_spiketrains,reshape_flattened_spiketrains,,,,,['The parameters [ is_list ] are added to the method reshape_flattened_spiketrains from the module snntoolbox/simulation/utils.py in class AbstractSNN'],f57a6bff22a2b0816887d0d0f5dfc24f3e9dde57,snntoolbox/simulation/utils.py/AbstractSNN,1059.0,1059.0,,,
Remove Parameter,normalize_parameters,normalize_parameters,,,,,['The parameters [ dataflow ] of the method normalize_parameters from the module snntoolbox/core/util.py is/are removed'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/core/util.py,352.0,340.0,,,
Inline Method,get_dataset,parse_dataset_kwargs,,,,, The method parse_dataset_kwargs from the module snntoolbox/core/util.py is inlined into method get_dataset from the module snntoolbox/core/util.py ,f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/core/util.py,,,"(152,126)",126.0,"[155.0, 159.0, 160.0, 161.0, 162.0]"
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module snntoolbox/target_simulators/INI_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/INI_target_sim.py/SNN,73.0,73.0,,,
Add Parameter,run,run,,,,,['The parameters [ s ] are added to the method run from the module snntoolbox/target_simulators/INI_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/INI_target_sim.py/SNN,152.0,155.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/brian2_target_sim.py/SNN,84.0,84.0,,,
Add Parameter,run,run,,,,,['The parameters [ s ] are added to the method run from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/brian2_target_sim.py/SNN,269.0,272.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,83.0,83.0,,,
Add Parameter,run,run,,,,,['The parameters [ s ] are added to the method run from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN'],f7450d1c4f966b2c78ea5396de061c9f02f05cf9,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,272.0,274.0,,,
Add Parameter,maxpool_exp,maxpool_exp,,,,,['The parameters [ normalize ] are added to the method maxpool_exp from the module snntoolbox/tests/pooling_exps.py'],fb0d83325a61c7835a5d0db3b76e8c754a7b115a,snntoolbox/tests/pooling_exps.py,21.0,21.0,,,
