Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Change Return Type,quantum_instance,quantum_instance,qiskit/aqua/algorithms/quantum_algorithm.py/QuantumAlgorithm,69,71,['The return type of method quantum_instance from the module qiskit/aqua/algorithms/quantum_algorithm.py in class QuantumAlgorithm is updated'],e423ea823ac933e59b678ae830e669c2de318230
Extract Method,run,set_backend,qiskit/aqua/algorithms/quantum_algorithm.py/QuantumAlgorithm,,, The method set_backend from the module qiskit/aqua/algorithms/quantum_algorithm.py in class QuantumAlgorithm is extracted from method run from the module qiskit/aqua/algorithms/quantum_algorithm.py in class QuantumAlgorithm ,e423ea823ac933e59b678ae830e669c2de318230
Rename Class,SineIntegralAFactory,SineIntegral,test/aqua/test_amplitude_estimation.py,,, class SineIntegralAFactory was renamed to class SineIntegral ,e44bb209a41d9f85a0f115b21b3b150bff65ee66
Add Parameter,_execute_rotation,_execute_rotation,qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py/LUP_ROTATION,478,409,['The parameters [ shots ] are added to the method _execute_rotation from the module qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py in class LUP_ROTATION'],e45ae698facac237de715a00ca62c24b122472d2
Add Parameter,run,run,qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py/LUP_ROTATION,534,468,['The parameters [ shots ] are added to the method run from the module qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py in class LUP_ROTATION'],e45ae698facac237de715a00ca62c24b122472d2
Change/Rename Parameter,__init__,__init__,qiskit/aqua/utils/boolean_logic.py/BooleanLogicNormalForm,75,75,['The parameters [ cnf_expr ] of the method __init__ from the module qiskit/aqua/utils/boolean_logic.py in class BooleanLogicNormalForm are changed/renamed to [expr]'],e47c0cc19cbe81ae9b57328157a0a35fd7fe6d94
Change/Rename Parameter,_one_body,_one_body,qiskit/chemistry/bksf.py,24,26,['The parameters [ p q ] of the method _one_body from the module qiskit/chemistry/bksf.py are changed/renamed to [p_i q_i]'],e49451c0d1115b03979c65b1d1a237f590164d7e
Add Parameter,test_indexing,test_indexing,test/aqua/operators/test_op_construction.py/TestListOpMethods,960,961,['The parameters [ list_op_type ] are added to the method test_indexing from the module test/aqua/operators/test_op_construction.py in class TestListOpMethods'],e581d8027b99c19de8e6022365a0917e0e7e42c7
Rename Method,test_vqe_direct,test_vqe_direct_batch,test/test_vqe.py/TestVQE,96,117,['The method test_vqe_direct from the module test/test_vqe.py in class TestVQE is renamed to test_vqe_direct_batch'],e601ef210494176c21ad4a0fe54197dbeed1ae07
Rename Method,test_vqe_optimizers,test_vqe_optimizers_batch,test/test_vqe.py/TestVQE,64,64,['The method test_vqe_optimizers from the module test/test_vqe.py in class TestVQE is renamed to test_vqe_optimizers_batch'],e601ef210494176c21ad4a0fe54197dbeed1ae07
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/iqfts/approximate.py/Approximate,53,53,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/iqfts/approximate.py in class Approximate are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/iqfts/iqft.py/IQFT,47,47,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/iqfts/iqft.py in class IQFT are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/iqfts/standard.py/Standard,47,47,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/iqfts/standard.py in class Standard are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/qfts/approximate.py/Approximate,53,53,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/qfts/approximate.py in class Approximate are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/qfts/qft.py/QFT,71,71,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/qfts/qft.py in class QFT are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/qfts/standard.py/Standard,47,47,['The parameters [ register ] of the method construct_circuit from the module qiskit/aqua/components/qfts/standard.py in class Standard are changed/renamed to [qubits]'],e6f226a5508ad7e7d4997f0c76cd5cb6a0628394
Remove Parameter,init_args,init_args,qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py/QSVMVariational,109,104,['The parameters [ batch_mode ] of the method init_args from the module qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py in class QSVMVariational is/are removed'],e884abd047af48fe0ca3d33153b90cd7e90bdda1
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/core/chemistry_operator.py/ChemistryOperator,44,45,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/core/chemistry_operator.py in class ChemistryOperator is/are removed'],e9753286e8c5038f55b3fd0637654157665dc0b3
Rename Method,test_end2end_H2,test_end2end_h2,test/test_end2end_with_vqe.py/TestEnd2End,55,51,['The method test_end2end_H2 from the module test/test_end2end_with_vqe.py in class TestEnd2End is renamed to test_end2end_h2'],e9753286e8c5038f55b3fd0637654157665dc0b3
Rename Method,init_args,__init__,qiskit_aqua/algorithms/single_sample/iqpe/iqpe.py/IQPE,141,101,['The method init_args from the module qiskit_aqua/algorithms/single_sample/iqpe/iqpe.py in class IQPE is renamed to __init__'],e9b118563c4089f6cd997e79abe3449617acfd7c
Rename Method,init_args,__init__,qiskit_aqua/algorithms/single_sample/qpe/qpe.py/QPE,148,99,['The method init_args from the module qiskit_aqua/algorithms/single_sample/qpe/qpe.py in class QPE is renamed to __init__'],e9b118563c4089f6cd997e79abe3449617acfd7c
Remove Parameter,__init__,__init__,qiskit_aqua/input/algorithminput.py/AlgorithmInput,28,28,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua/input/algorithminput.py in class AlgorithmInput is/are removed'],e9b118563c4089f6cd997e79abe3449617acfd7c
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/adaptive/vqe/vqe.py/VQE,240,240,['The parameters [ use_simulator_operator_mode ] of the method construct_circuit from the module qiskit/aqua/algorithms/adaptive/vqe/vqe.py in class VQE are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Change/Rename Parameter,construct_evaluation_circuit,construct_evaluation_circuit,qiskit/aqua/operators/matrix_operator.py/MatrixOperator,212,212,['The parameters [ use_simulator_operator_mode ] of the method construct_evaluation_circuit from the module qiskit/aqua/operators/matrix_operator.py in class MatrixOperator are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Change/Rename Parameter,evaluate_with_result,evaluate_with_result,qiskit/aqua/operators/matrix_operator.py/MatrixOperator,230,230,['The parameters [ use_simulator_operator_mode ] of the method evaluate_with_result from the module qiskit/aqua/operators/matrix_operator.py in class MatrixOperator are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Change/Rename Parameter,construct_evaluation_circuit,construct_evaluation_circuit,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,594,594,['The parameters [ use_simulator_operator_mode ] of the method construct_evaluation_circuit from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Change/Rename Parameter,evaluate_with_result,evaluate_with_result,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,718,718,['The parameters [ use_simulator_operator_mode ] of the method evaluate_with_result from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Change/Rename Parameter,evaluation_instruction,evaluation_instruction,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,674,674,['The parameters [ use_simulator_operator_mode ] of the method evaluation_instruction from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator are changed/renamed to [use_simulator_snapshot_mode]'],e9eb4d40ebbe5504e2b704f90eb3e7a03784d5bf
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/shor/shor.py/Shor,69,75,['The parameters [ a ] are added to the method __init__ from the module qiskit/aqua/algorithms/single_sample/shor/shor.py in class Shor'],ea094ebd8c0d85bf44c96bd029152e2c481cbbf9
Rename Method,quantum_device,quantum_exp_config,qiskit_aqua/algorithms/quantumalgorithm.py/QuantumAlgorithm,106,106,['The method quantum_device from the module qiskit_aqua/algorithms/quantumalgorithm.py in class QuantumAlgorithm is renamed to quantum_exp_config'],eab4a7d6420f4a9972d108bd7abdaa959582c441
Change/Rename Parameter,init_args,init_args,qiskit_aqua/svm/svm_variational.py/SVM_Variational,81,92,['The parameters [ circuit_depth print_info ] of the method init_args from the module qiskit_aqua/svm/svm_variational.py in class SVM_Variational are changed/renamed to [feature_extraction var_form]'],eb838fce1a43606daa84892f424ec985aabca1b7
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/utils/variational_forms/ry.py/VarFormRY,85,85,['The parameters [ q ] are added to the method construct_circuit from the module qiskit_aqua/utils/variational_forms/ry.py in class VarFormRY'],eb838fce1a43606daa84892f424ec985aabca1b7
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/utils/variational_forms/ryrz.py/VarFormRYRZ,85,85,['The parameters [ q ] are added to the method construct_circuit from the module qiskit_aqua/utils/variational_forms/ryrz.py in class VarFormRYRZ'],eb838fce1a43606daa84892f424ec985aabca1b7
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/utils/variational_forms/swaprz.py/VarFormSwapRZ,86,86,['The parameters [ q ] are added to the method construct_circuit from the module qiskit_aqua/utils/variational_forms/swaprz.py in class VarFormSwapRZ'],eb838fce1a43606daa84892f424ec985aabca1b7
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/utils/variational_forms/uccsd.py/VarFormUCCSD,146,146,['The parameters [ q ] are added to the method construct_circuit from the module qiskit_aqua/utils/variational_forms/uccsd.py in class VarFormUCCSD'],eb838fce1a43606daa84892f424ec985aabca1b7
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/utils/variational_forms/variational_form.py/VariationalForm,57,59,['The parameters [ q ] are added to the method construct_circuit from the module qiskit_aqua/utils/variational_forms/variational_form.py in class VariationalForm'],eb838fce1a43606daa84892f424ec985aabca1b7
Change/Rename Parameter,bind_parameters,bind_parameters,qiskit/ml/circuit/library/raw_feature_vector.py/RawFeatureVector,169,170,['The parameters [ value_dict ] of the method bind_parameters from the module qiskit/ml/circuit/library/raw_feature_vector.py in class RawFeatureVector are changed/renamed to [values]'],ec00c0e4fb33d1709c18af73d84e481ce80cf4c4
Change/Rename Parameter,_float_to_string,_float_to_string,qiskit/chemistry/core/hamiltonian.py/Hamiltonian,414,464,['The parameters [ f ] of the method _float_to_string from the module qiskit/chemistry/core/hamiltonian.py in class Hamiltonian are changed/renamed to [value]'],ecad1474ae3e4bbc0d448b39a2637f743e4eb778
Change/Rename Parameter,onee_to_spin,onee_to_spin,qiskit/chemistry/qmolecule.py/QMolecule,380,396,['The parameters [ mohij_B ] of the method onee_to_spin from the module qiskit/chemistry/qmolecule.py in class QMolecule are changed/renamed to [mohij_b]'],ecad1474ae3e4bbc0d448b39a2637f743e4eb778
Add Parameter,_calculate_integrals,_calculate_integrals,qiskit/chemistry/drivers/pyscfd/integrals.py,83,86,['The parameters [ conv_tol max_cycle ] are added to the method _calculate_integrals from the module qiskit/chemistry/drivers/pyscfd/integrals.py'],ecb69a7ff0ec4d42ded84d9aef6ebafd760d90e3
Add Parameter,compute_integrals,compute_integrals,qiskit/chemistry/drivers/pyscfd/integrals.py,31,31,['The parameters [ conv_tol max_cycle ] are added to the method compute_integrals from the module qiskit/chemistry/drivers/pyscfd/integrals.py'],ecb69a7ff0ec4d42ded84d9aef6ebafd760d90e3
Add Parameter,__init__,__init__,qiskit/chemistry/drivers/pyscfd/pyscfdriver.py/PySCFDriver,77,86,['The parameters [ conv_tol max_cycle ] are added to the method __init__ from the module qiskit/chemistry/drivers/pyscfd/pyscfdriver.py in class PySCFDriver'],ecb69a7ff0ec4d42ded84d9aef6ebafd760d90e3
Rename Method,test_addition,test_addition_noninplace,test/test_operator.py/TestOperator,157,181,['The method test_addition from the module test/test_operator.py in class TestOperator is renamed to test_addition_noninplace'],ed271a725421e688a6cf55219f6b74467dc17a97
Change/Rename Parameter,__init__,__init__,qiskit/aqua/components/variational_forms/ry.py/RY,75,75,['The parameters [ skip_untangled_qubits ] of the method __init__ from the module qiskit/aqua/components/variational_forms/ry.py in class RY are changed/renamed to [skip_unentangled_qubits]'],ed37273a602b48b07939696e99854011666d6d9e
Change/Rename Parameter,__init__,__init__,qiskit/aqua/components/variational_forms/ryrz.py/RYRZ,74,74,['The parameters [ skip_untangled_qubits ] of the method __init__ from the module qiskit/aqua/components/variational_forms/ryrz.py in class RYRZ are changed/renamed to [skip_unentangled_qubits]'],ed37273a602b48b07939696e99854011666d6d9e
Change/Rename Parameter,__init__,__init__,qiskit/aqua/components/variational_forms/swaprz.py/SwapRZ,68,68,['The parameters [ skip_untangled_qubits ] of the method __init__ from the module qiskit/aqua/components/variational_forms/swaprz.py in class SwapRZ are changed/renamed to [skip_unentangled_qubits]'],ed37273a602b48b07939696e99854011666d6d9e
Rename Method,_manage_hopping_operators,manage_hopping_operators,qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py/UCCSD,262,262,['The method _manage_hopping_operators from the module qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py in class UCCSD is renamed to manage_hopping_operators'],ef0ee109eccf0fb9979c5cbae519d150cc2ea0ba
Rename Method,_pop_hopping_operator,pop_hopping_operator,qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py/UCCSD,285,295,['The method _pop_hopping_operator from the module qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py in class UCCSD is renamed to pop_hopping_operator'],ef0ee109eccf0fb9979c5cbae519d150cc2ea0ba
Rename Method,_push_hopping_operator,push_hopping_operator,qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py/UCCSD,277,284,['The method _push_hopping_operator from the module qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py in class UCCSD is renamed to push_hopping_operator'],ef0ee109eccf0fb9979c5cbae519d150cc2ea0ba
Add Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/single_sample/iterative_qpe/iqpe.py/IQPE,184,184,['The parameters [ measurement ] are added to the method construct_circuit from the module qiskit/aqua/algorithms/single_sample/iterative_qpe/iqpe.py in class IQPE'],f0cf18a70d896f74f70f24a9a53fa7db7201951a
Remove Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/hhl/hhl.py/HHL,101,93,['The parameters [ auto_resize auto_hermitian ] of the method __init__ from the module qiskit/aqua/algorithms/single_sample/hhl/hhl.py in class HHL is/are removed'],f0e8c222a68f24c3359ccc1e9d1ef52fe6a32802
Rename Method,todo_test_real_eval,test_real_eval,test/test_operator.py/TestOperator,46,45,['The method todo_test_real_eval from the module test/test_operator.py in class TestOperator is renamed to test_real_eval'],f0f4409b9933e800ef062b06fa7e3cd1346acd51
Rename Method,todo_test_set_packing_vqe,test_set_packing_vqe,test/test_set_packing.py/TestSetPacking,79,78,['The method todo_test_set_packing_vqe from the module test/test_set_packing.py in class TestSetPacking is renamed to test_set_packing_vqe'],f0f4409b9933e800ef062b06fa7e3cd1346acd51
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/problems/fixed_value_comparator.py/FixedValueComparator,27,27,['The parameters [ i_state i_compare i_objective ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/problems/fixed_value_comparator.py in class FixedValueComparator'],f12ef64ef9c6861216701f85a5826291c19dc951
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/single_sample/hhl/qpe.py/QPE,228,241,['The parameters [ ne_qfts ] are added to the method init_args from the module qiskit_aqua/algorithms/single_sample/hhl/qpe.py in class QPE'],f1c0e1fec87868a2b3e5ad06521d0f24d1f62be9
Rename Method,init_args,__init__,qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py/QSVMVariational,111,70,['The method init_args from the module qiskit_aqua/algorithms/adaptive/qsvm/qsvm_variational.py in class QSVMVariational is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Change/Rename Parameter,init_params,init_params,qiskit_aqua/algorithms/components/feature_maps/feature_map.py/FeatureMap,48,48,['The parameters [ self ] of the method init_params from the module qiskit_aqua/algorithms/components/feature_maps/feature_map.py in class FeatureMap are changed/renamed to [cls]'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Inline Method,init_params,init_args,qiskit_aqua/algorithms/components/feature_maps/feature_map.py/FeatureMap,,, The method init_args from the module qiskit_aqua/algorithms/components/feature_maps/feature_map.py in class FeatureMap is inlined into method init_params from the module qiskit_aqua/algorithms/components/feature_maps/feature_map.py in class FeatureMap ,f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/feature_maps/first_order_expansion.py/FirstOrderExpansion,50,50,['The parameters [ num_qubits depth data_map_func ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/feature_maps/first_order_expansion.py in class FirstOrderExpansion'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/feature_maps/pauli_expansion.py/PauliExpansion,87,82,['The method init_args from the module qiskit_aqua/algorithms/components/feature_maps/pauli_expansion.py in class PauliExpansion is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/feature_maps/pauli_z_expansion.py/PauliZExpansion,72,67,['The method init_args from the module qiskit_aqua/algorithms/components/feature_maps/pauli_z_expansion.py in class PauliZExpansion is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/initial_states/custom.py/Custom,66,60,['The method init_args from the module qiskit_aqua/algorithms/components/initial_states/custom.py in class Custom is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/initial_states/hartree_fock.py/HartreeFock,70,61,['The method init_args from the module qiskit_aqua/algorithms/components/initial_states/hartree_fock.py in class HartreeFock is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Change/Rename Parameter,init_params,init_params,qiskit_aqua/algorithms/components/initial_states/initial_state.py/InitialState,46,46,['The parameters [ self ] of the method init_params from the module qiskit_aqua/algorithms/components/initial_states/initial_state.py in class InitialState are changed/renamed to [cls]'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Inline Method,init_params,init_args,qiskit_aqua/algorithms/components/initial_states/initial_state.py/InitialState,,, The method init_args from the module qiskit_aqua/algorithms/components/initial_states/initial_state.py in class InitialState is inlined into method init_params from the module qiskit_aqua/algorithms/components/initial_states/initial_state.py in class InitialState ,f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/initial_states/varformbased.py/VarFormBased,28,24,['The method init_args from the module qiskit_aqua/algorithms/components/initial_states/varformbased.py in class VarFormBased is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/initial_states/zero.py/Zero,40,40,['The parameters [ num_qubits ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/initial_states/zero.py in class Zero'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/cg.py/CG,74,74,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/cg.py in class CG'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/cobyla.py/COBYLA,70,70,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/cobyla.py in class COBYLA'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/nelder_mead.py/NELDER_MEAD,78,78,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/nelder_mead.py in class NELDER_MEAD'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/p_bfgs.py/P_BFGS,74,74,['The parameters [ max_processes ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/p_bfgs.py in class P_BFGS'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/powell.py/POWELL,74,74,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/powell.py in class POWELL'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/slsqp.py/SLSQP,74,74,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/slsqp.py in class SLSQP'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/optimizers/spsa.py/SPSA,93,87,['The method init_args from the module qiskit_aqua/algorithms/components/optimizers/spsa.py in class SPSA is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Add Parameter,__init__,__init__,qiskit_aqua/algorithms/components/optimizers/tnc.py/TNC,86,86,['The parameters [ tol ] are added to the method __init__ from the module qiskit_aqua/algorithms/components/optimizers/tnc.py in class TNC'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/variational_forms/ry.py/VarFormRY,63,56,['The method init_args from the module qiskit_aqua/algorithms/components/variational_forms/ry.py in class VarFormRY is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/variational_forms/ryrz.py/VarFormRYRZ,63,56,['The method init_args from the module qiskit_aqua/algorithms/components/variational_forms/ryrz.py in class VarFormRYRZ is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/variational_forms/swaprz.py/VarFormSwapRZ,63,56,['The method init_args from the module qiskit_aqua/algorithms/components/variational_forms/swaprz.py in class VarFormSwapRZ is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/variational_forms/uccsd.py/VarFormUCCSD,120,100,['The method init_args from the module qiskit_aqua/algorithms/components/variational_forms/uccsd.py in class VarFormUCCSD is renamed to __init__'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Change/Rename Parameter,init_params,init_params,qiskit_aqua/algorithms/components/variational_forms/variational_form.py/VariationalForm,50,50,['The parameters [ self ] of the method init_params from the module qiskit_aqua/algorithms/components/variational_forms/variational_form.py in class VariationalForm are changed/renamed to [cls]'],f21c42779f76d58a7a120fa0bc51c3545cd4486f
Inline Method,init_params,init_args,qiskit_aqua/algorithms/components/variational_forms/variational_form.py/VariationalForm,,, The method init_args from the module qiskit_aqua/algorithms/components/variational_forms/variational_form.py in class VariationalForm is inlined into method init_params from the module qiskit_aqua/algorithms/components/variational_forms/variational_form.py in class VariationalForm ,f21c42779f76d58a7a120fa0bc51c3545cd4486f
Remove Parameter,_update_dependencies,_update_dependencies,qiskit/aqua/parser/base_parser.py/BaseParser,556,572,['The parameters [ sections_to_be_deleted ] of the method _update_dependencies from the module qiskit/aqua/parser/base_parser.py in class BaseParser is/are removed'],f22f21878515ba9918be5ff2db83fb7c0042d847
Rename Method,todo_test_set_packing_vqe,test_set_packing_vqe,test/test_set_packing.py/TestSetPacking,79,77,['The method todo_test_set_packing_vqe from the module test/test_set_packing.py in class TestSetPacking is renamed to test_set_packing_vqe'],f24cdee231ac3e76aa4732391accf3a3ab152a13
Rename Method,_merge_default_values,merge_default_values,qiskit/aqua/parser/_inputparser.py/InputParser,75,74,['The method _merge_default_values from the module qiskit/aqua/parser/_inputparser.py in class InputParser is renamed to merge_default_values'],f2cb768c7f05ea4d09620589bf9c6f47afb4ab69
Extract Method,set_section_property,post_set_section_property,qiskit/aqua/parser/base_parser.py/BaseParser,,, The method post_set_section_property from the module qiskit/aqua/parser/base_parser.py in class BaseParser is extracted from method set_section_property from the module qiskit/aqua/parser/base_parser.py in class BaseParser ,f2cb768c7f05ea4d09620589bf9c6f47afb4ab69
Rename Method,_update_pluggable_input_schema,_update_pluggable_schema,qiskit/aqua/parser/jsonschema.py/JSONSchema,391,401,['The method _update_pluggable_input_schema from the module qiskit/aqua/parser/jsonschema.py in class JSONSchema is renamed to _update_pluggable_schema'],f2cb768c7f05ea4d09620589bf9c6f47afb4ab69
Change/Rename Parameter,get_tsp_qubitops,get_tsp_qubitops,qiskit_acqua/ising/tsp.py,76,126,['The parameters [ weight_matrix ] of the method get_tsp_qubitops from the module qiskit_acqua/ising/tsp.py are changed/renamed to [ins]'],f2fc4055d303a4be6364986c7fbe250c7a9b6d0d
Rename Method,maxcut_value,tsp_value,qiskit_acqua/ising/tsp.py,133,152,['The method maxcut_value from the module qiskit_acqua/ising/tsp.py is renamed to tsp_value'],f2fc4055d303a4be6364986c7fbe250c7a9b6d0d
Rename Method,_ccx_v_chain,_mct_v_chain,qiskit/aqua/circuits/gates/multi_control_toffoli_gate.py,31,31,['The method _ccx_v_chain from the module qiskit/aqua/circuits/gates/multi_control_toffoli_gate.py is renamed to _mct_v_chain'],f3590a3d93e4cfa689250b3b328997a00cbe1bf5
Rename Method,check_pluggable_valid,_check_valid,qiskit/aqua/algorithms/classical/cplex/cplex_ising.py/CPLEX_Ising,76,77,['The method check_pluggable_valid from the module qiskit/aqua/algorithms/classical/cplex/cplex_ising.py in class CPLEX_Ising is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_pluggable_valid,_check_valid,qiskit/aqua/components/neural_networks/pytorch_discriminator.py/ClassicalDiscriminator,140,141,['The method check_pluggable_valid from the module qiskit/aqua/components/neural_networks/pytorch_discriminator.py in class ClassicalDiscriminator is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_pluggable_valid,check_nlopt_valid,qiskit/aqua/components/optimizers/nlopts/_nloptimizer.py,31,31,['The method check_pluggable_valid from the module qiskit/aqua/components/optimizers/nlopts/_nloptimizer.py is renamed to check_nlopt_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Inline Method,__init__,check_driver_valid,qiskit/chemistry/drivers/_basedriver.py/BaseDriver,,, The method check_driver_valid from the module qiskit/chemistry/drivers/_basedriver.py in class BaseDriver is inlined into method __init__ from the module qiskit/chemistry/drivers/_basedriver.py in class BaseDriver ,f359f627ee64123088652e7ca2343fe29cfc29d5
